id,date,title,category
24322,2021-03-01,Viva Vienna 2021 Update,"Community, Arts & Events"
24811,2021-04-12,Viva Vienna 2021 Update,"Community, Arts & Events"
25178,2021-05-17,Request approval of MOU between Town of Vienna and Rotary Club of Vienna for 2021 Viva Vienna Festival,"Community, Arts & Events"
25973,2021-08-30,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2021 Oktoberfest.,"Community, Arts & Events"
26121,2021-09-13,2021 Town Holiday Ornament,"Community, Arts & Events"
26480,2021-10-11,Request approval of MOU between the Town of Vienna and Vienna Business Association for 2021 Halloween Parade,"Community, Arts & Events"
27752,2022-03-21,Request approval of MOU between Town of Vienna and Rotary Club of Vienna for 2022 Viva! Vienna! Festival and Backstage Brewfest,"Community, Arts & Events"
28832,2022-08-29,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2022 Oktoberfest.,"Community, Arts & Events"
29268,2022-10-24,Approval of Historic Vienna Lease Agreement Addendum to incorporate an Archeological Proposal for the grounds of the Freeman Store and Museum.,"Community, Arts & Events"
30065,2023-03-06,Request approval of MOU between Town of Vienna and Rotary Club of Vienna for 2023 Viva! Vienna! Festival and Backstage Brewfest,"Community, Arts & Events"
30069,2023-03-06,Approval of the Liberty Amendments Month Organizational Structure,"Community, Arts & Events"
30222,2023-03-20,Approval of the Vienna Public Art Commission Master Plan,"Community, Arts & Events"
30517,2023-04-24,Request approval of MOU between the Town of Vienna and Vienna Business Association for 2023 Halloween Parade,"Community, Arts & Events"
30518,2023-04-24,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2023 Oktoberfest.,"Community, Arts & Events"
30841,2023-06-05,Request approval of placement of public art on Town-owned property.,"Community, Arts & Events"
31647,2023-10-23,Vienna 2024 Independence Day Celebration and Fireworks Display - Date Selection,"Community, Arts & Events"
31754,2023-11-13,Patrick Henry Library Garage Design Review,"Community, Arts & Events"
32572,2024-03-04,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2024 Oktoberfest.,"Community, Arts & Events"
32573,2024-03-04,Request approval of Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2024 Halloween Parade,"Community, Arts & Events"
32575,2024-03-04,8:40 p.m. - 9:10 p.m. Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2024 Viva! Vienna! Festival and Brewfest,"Community, Arts & Events"
33751,2024-09-09,Request to approve Freeman Store & Museum and Little Library Museum Lease Renewal Agreement,"Community, Arts & Events"
34768,2025-01-27,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and First Baptist Church for the 2025 Juneteenth and Liberty Amendments Month (LAM) Kickoff Parade.,"Community, Arts & Events"
34935,2025-02-24,Request approval of Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2025 Halloween Parade,"Community, Arts & Events"
35196,2025-03-24,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2025 Oktoberfest.,"Community, Arts & Events"
35197,2025-03-24,Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2025 Viva! Vienna! Festival and Brewfest,"Community, Arts & Events"
36629,2025-10-27,10:30 PM - 10:45 PM Town Holiday Ornament,"Community, Arts & Events"
37296,2026-03-02,Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2026 Viva! Vienna! Festival and Brewfest,"Community, Arts & Events"
37298,2026-03-02,Request approval of Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2026 Halloween Parade,"Community, Arts & Events"
37299,2026-03-02,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and First Baptist Church for the 2026 Juneteenth and Liberty Amendments Month (LAM) Kickoff Parade.,"Community, Arts & Events"
37300,2026-03-02,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2026 Oktoberfest,"Community, Arts & Events"
37991,2026-05-18,Wings Program (5 min. Staff Presentation),"Community, Arts & Events"
12386,2014-01-06,Approval of the Consent Agenda,Consent Agenda
13155,2014-06-02,Consent Agenda,Consent Agenda
14503,2015-06-01,Consent Agenda,Consent Agenda
14547,2015-06-01,Approval of the Consent Agenda,Consent Agenda
14562,2015-07-06,Consent Agenda,Consent Agenda
14657,2015-09-14,Consent Agenda,Consent Agenda
15421,2016-06-06,Consent Agenda,Consent Agenda
15459,2016-06-06,Approval of the Consent Agenda,Consent Agenda
16400,2017-06-05,Consent Agenda,Consent Agenda
16506,2017-07-10,Consent Agenda,Consent Agenda
18546,2018-06-04,Consent Agenda,Consent Agenda
20506,2019-06-03,Consent Agenda,Consent Agenda
21810,2019-12-09,Consent Agenda,Consent Agenda
22303,2020-02-24,Consent Agenda,Consent Agenda
22367,2020-03-09,Consent Agenda,Consent Agenda
22526,2020-04-13,Consent Agenda,Consent Agenda
22590,2020-04-27,Consent Agenda,Consent Agenda
22909,2020-06-15,Consent Agenda,Consent Agenda
23015,2020-07-06,Consent Agenda,Consent Agenda
23247,2020-08-31,Consent Agenda,Consent Agenda
23355,2020-09-14,Consent Agenda,Consent Agenda
23544,2020-10-05,Consent Agenda,Consent Agenda
24639,2021-03-22,Consent Agenda,Consent Agenda
24803,2021-04-12,Consent Agenda,Consent Agenda
25173,2021-05-17,Consent Agenda,Consent Agenda
25428,2021-06-07,Consent Agenda,Consent Agenda
25695,2021-07-12,Consent Agenda,Consent Agenda
25967,2021-08-30,Consent Agenda,Consent Agenda
26478,2021-10-11,Consent Agenda,Consent Agenda
26695,2021-11-01,Consent Agenda,Consent Agenda
26840,2021-11-15,Consent Agenda,Consent Agenda
27286,2022-01-24,Consent Agenda,Consent Agenda
27552,2022-02-28,Consent Agenda,Consent Agenda
27611,2022-03-07,Consent Agenda,Consent Agenda
27740,2022-03-21,Consent Agenda,Consent Agenda
27910,2022-04-11,Consent Agenda,Consent Agenda
28358,2022-06-06,Consent Agenda,Consent Agenda
28829,2022-08-29,Consent Agenda,Consent Agenda
28905,2022-09-12,Consent Agenda,Consent Agenda
29004,2022-09-26,Consent Agenda,Consent Agenda
29261,2022-10-24,Consent Agenda,Consent Agenda
29813,2023-01-30,Consent Agenda,Consent Agenda
30058,2023-03-06,Consent Agenda,Consent Agenda
30214,2023-03-20,Consent Agenda,Consent Agenda
30402,2023-04-10,Consent Agenda,Consent Agenda
30513,2023-04-24,Consent Agenda,Consent Agenda
30826,2023-06-05,Consent Agenda,Consent Agenda
30957,2023-06-20,Consent Agenda,Consent Agenda
31033,2023-07-10,Consent Agenda,Consent Agenda
31259,2023-08-28,Consent Agenda,Consent Agenda
32102,2024-01-08,Consent Agenda,Consent Agenda
32301,2024-01-29,Consent Agenda,Consent Agenda
32497,2024-02-26,Consent Agenda - 7:45 p.m. - 7:55 p.m.,Consent Agenda
32568,2024-03-04,Consent Agenda 7:45 p.m. - 7:50 p.m.,Consent Agenda
32771,2024-03-18,10:30 p.m. - 10:35 p.m. - Consent Agenda,Consent Agenda
32851,2024-03-18,10:30 p.m. - 10:35 p.m. - Consent Agenda,Consent Agenda
33175,2024-05-20,Consent Agenda,Consent Agenda
33259,2024-06-03,8:30 p.m. - 8:45 p.m.- Consent Agenda,Consent Agenda
33495,2024-07-08,8:15 p.m.- 8:30 p.m. Consent Agenda,Consent Agenda
33656,2024-08-26,Consent Agenda 8:20 p.m. - 8:30 p.m.,Consent Agenda
33759,2024-09-09,8:10 p.m. - 8:15 p.m. Consent Agenda,Consent Agenda
33941,2024-09-23,8:00 p.m. - 8:05 p.m. Consent Agenda,Consent Agenda
34217,2024-10-28,Consent Agenda,Consent Agenda
34420,2024-12-09,8:00 p.m. - 8:10 p.m. - Consent Agenda,Consent Agenda
34464,2024-12-09,8:00 p.m. - 8:10 p.m. - Consent Agenda,Consent Agenda
34929,2025-02-24,Consent Agenda,Consent Agenda
35194,2025-03-24,Consent Agenda,Consent Agenda
35273,2025-04-07,Consent Agenda,Consent Agenda
35478,2025-04-28,8:00 p.m. - 8:15 p.m. Consent Agenda,Consent Agenda
35781,2025-06-02,8:30 p.m. - 8:45 p.m. Consent Agenda,Consent Agenda
36024,2025-07-07,Consent Agenda,Consent Agenda
36194,2025-08-25,Consent Agenda,Consent Agenda
36243,2025-09-08,7:50 p.m. - 8:00 p.m. Consent Agenda,Consent Agenda
36838,2025-12-08,9:45 Consent Agenda,Consent Agenda
36951,2026-01-05,Consent Agenda,Consent Agenda
37068,2026-01-26,Consent Agenda,Consent Agenda
37104,2026-02-02,Consent Agenda,Consent Agenda
37234,2026-02-23,Consent Agenda,Consent Agenda
37289,2026-03-02,Consent Agenda,Consent Agenda
37705,2026-04-06,Consent Agenda,Consent Agenda
37834,2026-04-27,Consent Agenda,Consent Agenda
38123,2026-06-01,Consent Agenda,Consent Agenda
38312,2026-07-06,Consent Agenda,Consent Agenda
38489,2026-08-24,Consent Agenda,Consent Agenda
12129,2013-10-28,Request to approve a contract for Maple Avenue West median improvements.,Contracts & Purchasing
12134,2013-10-28,Request to replace Vehicle #44 through the Town’s Vehicle Replacement Program.,Contracts & Purchasing
12143,2013-10-28,Request to award new Janitorial Services Contract to 2Clean Commercial Cleaning Services.,Contracts & Purchasing
12167,2013-11-04,Request to award bank contract.,Contracts & Purchasing
12261,2013-11-18,Request for approval of outside printing costs and postage costs from Datamatx.,Contracts & Purchasing
12382,2014-01-06,Request to renew Vienna-Cox franchise agreement.,Contracts & Purchasing
12420,2014-01-27,Request for procurement of additional Audio/Video equipment for the Council Chambers.,Contracts & Purchasing
12425,2014-01-27,"Request to purchase 1100 tons of road deicing salt from International Salt Company, LLC.",Contracts & Purchasing
12492,2014-02-24,"Request to set public hearing for Qwest franchise renewal for Monday, March 17, 2014.",Contracts & Purchasing
12794,2014-04-07,Request approval of Town of Vienna telephone upgrade to Voice over Internet Protocol (VoIP).,Contracts & Purchasing
12800,2014-04-07,Request approval to purchase sand for road treatment during inclement weather.,Contracts & Purchasing
12805,2014-04-07,Request to increase current Rice Tire Company contract.,Contracts & Purchasing
12899,2014-05-12,Approval of Tyler Technologies Inc. Contract for Administrative Software with Related Goods and Services,Contracts & Purchasing
12903,2014-05-12,"Request Approval to Purchase Rectrac/Webtrac Module for On-Line Facility Scheduling From Vermont Systems, Inc.",Contracts & Purchasing
12904,2014-05-12,Award of Concrete Repair Contract to Sagres Construction.,Contracts & Purchasing
12934,2014-05-12,Approval of Tyler Technologies Inc. Contract for Administrative Software with Related Goods and Services,Contracts & Purchasing
12935,2014-05-12,Award of Concrete Repair Contract to Sagres Construction.,Contracts & Purchasing
13130,2014-05-19,"Increase Contract with Ferguson Enterprises, Inc.",Contracts & Purchasing
13131,2014-05-19,Increase Utility Marking Contract with Double H Locates.,Contracts & Purchasing
13132,2014-05-19,Award of Concrete Curb Contract at Three Developer Projects.,Contracts & Purchasing
13133,2014-05-19,Approval of VML/VACO Finance Contract.,Contracts & Purchasing
13134,2014-05-19,"Award Contract to Urban, LTD for Additional Engineering Services for Follin Lane, SE",Contracts & Purchasing
13164,2014-06-02,"Request approval to continue to ride VITA Contract VA-140331-DELL for the purchase of computers, laptops and maintenance contracts for servers.",Contracts & Purchasing
13166,2014-06-02,Purchase of Natural Gas Heated Pressure Washer.,Contracts & Purchasing
13168,2014-06-02,Request to purchase Conflict Monitor Tester,Contracts & Purchasing
13169,2014-06-02,Contract Renewal for Neogov - Online Onboarding System,Contracts & Purchasing
13170,2014-06-02,Contract Renewal for Sungard Public Sector Asp Hosting Fees,Contracts & Purchasing
13171,2014-06-02,Approval of Copier Contract,Contracts & Purchasing
13172,2014-06-02,Request to renew CDL drug testing contract RFP12-07 with INOVA Health Systems.,Contracts & Purchasing
13173,2014-06-02,FY 2015 funding and renewals of Town contracts.,Contracts & Purchasing
13174,2014-06-02,FY 2015 funding of contracts issued by other jurisdictions.,Contracts & Purchasing
13175,2014-06-02,Contract award and renewal with Datamatx for outsourced bill printing.,Contracts & Purchasing
13185,2014-06-02,Purchase of Natural Gas Heated Pressure Washer.,Contracts & Purchasing
13231,2014-06-16,Award contract to AMEC for MS-4 Permit Compliance Services.,Contracts & Purchasing
13234,2014-06-16,"Request to Award IFB 14-24, Gymnastics Equipment, to Buddy’s All Stars in the amount not to exceed $13,511.95.",Contracts & Purchasing
13237,2014-06-16,Increase Contract with Shannon Baum Signs.,Contracts & Purchasing
13239,2014-06-16,Approval of Memorandum of Understanding for Skillsource Group.,Contracts & Purchasing
13319,2014-08-18,Request Approval of Resolution for Issuance of Vehicle and Equipment Replacement Financing.,Contracts & Purchasing
13355,2014-09-08,Request Approval to Ride National Joint Powers (Njpa) Contract #111309-Cdw for the Purchase of Server Maintenance and Supplies.,Contracts & Purchasing
13356,2014-09-08,Request Approval to add additional $3000.00 to Purchase Order 140277 with Presidio Networked Solutions for Network Services Support to Complete Domain Consolidation for Town Network.,Contracts & Purchasing
13401,2014-09-22,Request to approve vehicle purchases within the Vehicle Replacement Program.,Contracts & Purchasing
13411,2014-09-22,Award of Capital Lease Contract (IFB 15-02) for the financing of FY14/15 vehicle and equipment replacement.,Contracts & Purchasing
13442,2014-10-20,"Award Follin Lane SE additional engineering services contract to Urban, LTD.",Contracts & Purchasing
13484,2014-10-27,Request to approve Department of Public Works vehicle purchases within the Vehicle Replacement Program.,Contracts & Purchasing
13511,2014-11-03,Request to Ride Montgomery County Contract for Annual Granicus Maintenance Renewal for Meeting Video Streaming and Agenda Management Software Suites,Contracts & Purchasing
14002,2014-11-17,Janitorial Services Contract Renewal and FY15 expenditure approval.,Contracts & Purchasing
14060,2014-12-15,Request to purchase a vehicle under the Vehicle Replacement Program.,Contracts & Purchasing
14062,2014-12-15,Manhole Riser Rings Contract Award.,Contracts & Purchasing
14065,2014-12-15,Request Permission to Revise Contract with Granicus to add the Boards and Commission Module.,Contracts & Purchasing
14396,2015-04-27,Award of IFB 15-10 Fuel Management and Dispensing System Replacement Contract,Contracts & Purchasing
14397,2015-04-27,Community Enhancement Commission Green Home Award,Contracts & Purchasing
14427,2015-05-11,Request Approval of Resolution for Issuance of Vehicle and Equipment Replacement Financing.,Contracts & Purchasing
14429,2015-05-11,Service Agreement Renewal for Outsourced Bill Printing with Datamatx.,Contracts & Purchasing
14430,2015-05-11,Contract Renewal for Sungard Public Sector ASP Hosting Fees,Contracts & Purchasing
14469,2015-06-01,FY 2016 funding of contracts issued by other jurisdictions.,Contracts & Purchasing
14471,2015-06-01,"Request approval to continue to ride VITA Contract VA-140331-DELL for the purchase of computers, laptops and maintenance contracts for servers.",Contracts & Purchasing
14473,2015-06-01,FY 2016 funding and renewals of Town contracts.,Contracts & Purchasing
14573,2015-07-06,Award Follin Lane SE Reconstruction contract.,Contracts & Purchasing
14575,2015-07-06,Request approval of Am-Liner Contract Increase.,Contracts & Purchasing
14662,2015-09-14,Request for procurement of Audio/Visual Upgrades for Cable Access Channel.,Contracts & Purchasing
14663,2015-09-14,Approval of Additional Expense for Human Circuit for Annual Maintenance Support.,Contracts & Purchasing
14709,2015-09-28,Award On-Call Roadway Maintenance Contract to Sagres Construction.,Contracts & Purchasing
14713,2015-09-28,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Contracts & Purchasing
14738,2015-10-19,"Request approval for FY16 road salt purchases from Cargill, Inc.",Contracts & Purchasing
14742,2015-10-19,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Contracts & Purchasing
14785,2015-11-02,Request approval of vehicle purchases within the Vehicle Replacement Program.,Contracts & Purchasing
14786,2015-11-02,Request replacement of vehicle #93 within the Vehicle Replacement Program.,Contracts & Purchasing
14788,2015-11-02,Request to Increase funding for implementation of Tyler Munis software,Contracts & Purchasing
14789,2015-11-02,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Contracts & Purchasing
14889,2015-12-14,Salt Brine Memorandum of Understanding.,Contracts & Purchasing
14895,2015-12-14,Increase funds to Follin Lane SE reconstruction contracts.,Contracts & Purchasing
14922,2016-01-04,"Purchase of two dump trucks, IFB 16-13.",Contracts & Purchasing
15098,2016-03-07,Award of RFP 16-03 construction testing and inspection services to TRIAD Engineering.,Contracts & Purchasing
15181,2016-04-04,Adoption of Restated Agreement for ICMA-RC 401(a) Governmental Money Purchase Plan,Contracts & Purchasing
15271,2016-04-18,Increase Award for Datamatx Outsourced Bill Printing and Postage.,Contracts & Purchasing
15273,2016-04-18,Approval of Tyler Technologies Inc. Contract for Permits & Code Enforcement Software with Related Goods and Services,Contracts & Purchasing
15424,2016-06-06,FY2017 funding of contracts issued by other jurisdictions,Contracts & Purchasing
15429,2016-06-06,"Request approval to continue to ride VITA Contract VA-140331-DELL for the purchase of computers, laptops, and maintenance contracts for servers for FY17",Contracts & Purchasing
15503,2016-07-11,FY2017 funding and renewals of Town contracts,Contracts & Purchasing
15507,2016-07-11,FY2017 funding with National Asphalt,Contracts & Purchasing
15508,2016-07-11,Award On-Call Roadway Maintenance funding to Sagres Construction,Contracts & Purchasing
15509,2016-07-11,"FY2017 funding with Service Tire Truck Centers in the amount of $30,000",Contracts & Purchasing
15512,2016-07-11,Service Agreement Renewal for Outsourced Bill Printing with Datamatx,Contracts & Purchasing
15514,2016-07-11,Contract Renewal for SunGard Public Sector ASP Hosting Fees,Contracts & Purchasing
15515,2016-07-11,Request Approval of Resolution for Issuance of Vehicle and Equipment Replacement Financing Request for Proposals for FY2017,Contracts & Purchasing
15518,2016-07-11,Award IFB17-01 to Day & Night Printing for Printing and Mail Preparation of Vienna Voice.,Contracts & Purchasing
15569,2016-07-11,Request Approval of Resolution for Issuance of Vehicle and Equipment Replacement Financing Request for Proposals for FY2017,Contracts & Purchasing
15605,2016-08-22,Request expenditure for temporary experienced accounting staff from Robert Half/Accountemps Company,Contracts & Purchasing
15610,2016-08-22,"Request approval to spend $22,179 to replace DPW Vehicle #40 within the VRP",Contracts & Purchasing
15617,2016-08-22,Munis Project Funding Request to Address Corrections and Modifications,Contracts & Purchasing
15618,2016-08-22,"Increase funds for Follin Lane Construction Contract with Jeffery Stack, Inc. IFB 16-02.",Contracts & Purchasing
15653,2016-09-12,Request approval of vehicle purchases within the Vehicle Replacement Program,Contracts & Purchasing
15657,2016-09-12,"Request award of IFB 16-12, Beulah Road Phase II",Contracts & Purchasing
15658,2016-09-12,Award of Capital Lease Contract (IFB 17-08) for Financing of FY 16-17 Vehicle and Equipment Replacement Program,Contracts & Purchasing
15698,2016-09-26,Award of Concrete Curb Contract at Nelson Drive and 329 Adahi Road SE Developer Projects,Contracts & Purchasing
15699,2016-09-26,"Award of IFB 17-04 to National Asphalt for Cold Mix, Tack, and Reclaimed Asphalt Pavement (RAP) in the amount of $89,700.",Contracts & Purchasing
15738,2016-10-03,"Request approval to spend $9,785 on an 84” snow blower to go with VRP #144.",Contracts & Purchasing
15788,2016-10-24,"Request approval to spend an additional $3,200 for an upgraded trailer for VRP vehicle #101.",Contracts & Purchasing
15856,2016-11-21,Request approval of a vehicle addition and purchase within the Vehicle Replacement Program,Contracts & Purchasing
15859,2016-11-21,Request approval of vehicle purchases within the Vehicle Replacement Program,Contracts & Purchasing
15861,2016-11-21,Request Additional Funds for Tyler Munis Utility Billing Conversion,Contracts & Purchasing
15893,2016-12-05,Authorize Expenditure of Funds for Expert Consultants in a Matter Related to Potential Litigation.,Contracts & Purchasing
15916,2016-12-05,Authorize Expenditure of Funds for Expert Consultants in a Matter Related to Potential Litigation.,Contracts & Purchasing
15934,2017-01-09,Request to purchase a Monroe anti-icing system (brine system spreader),Contracts & Purchasing
15982,2017-01-30,"Increase funds for Follin Lane Construction Contract with Jeffery Stack, Inc., IFB 16-02",Contracts & Purchasing
15984,2017-01-30,Request to Procure Upgraded HD Encoder/Recorder for Granicus Archive Videos,Contracts & Purchasing
16130,2017-03-13,New World Upgrade,Contracts & Purchasing
16137,2017-03-13,"Request approval to award contract to Total Mobility, LLD dba 101 Mobility for replacement of a vertical lift at the Bowman House.",Contracts & Purchasing
16214,2017-04-03,"Request to award a contract with Trialogue Studio for brand creation research and positioning statement for a cost of $38,100",Contracts & Purchasing
16291,2017-04-24,"Request approval to spend $5,450 on a sweeper attachment to go with A770 Skid-Steer Loader VRP #144",Contracts & Purchasing
16405,2017-06-05,Service Agreement Renewal for Outsourced Bill Printing with Datamatx,Contracts & Purchasing
16406,2017-06-05,Contract Renewal for SunGard Public Sector ASP Hosting Fees,Contracts & Purchasing
16408,2017-06-05,Award Maple Ave. Design Guidelines RFP 17-03 to Lardner/Klein Landscape Architects,Contracts & Purchasing
16410,2017-06-05,FY 2018 funding of contracts issued by other jurisdictions,Contracts & Purchasing
16411,2017-06-05,FY 2018 funding and renewals of Town contracts,Contracts & Purchasing
16416,2017-06-05,"Request approval to continue to ride VITA Contract VA-140331-DELL for purchase of computers, laptops, and maintenance contracts for servers for FY18",Contracts & Purchasing
16513,2017-07-10,Request Approval of Resolution for Issuance of Vehicle and Equipment Replacement Financing Request for Proposals for FY 2017-18,Contracts & Purchasing
16683,2017-08-21,Request approval of vehicle purchases within the Vehicle Replacement Program for FY18,Contracts & Purchasing
16692,2017-08-21,Award of Capital Lease Contract (IFB 18-07) for Financing of FY 17-18 Vehicle and Equipment Replacement Program,Contracts & Purchasing
16693,2017-08-21,Contract Renewal for Printing and Mail Preparation of Town’s Monthly Newsletter.,Contracts & Purchasing
16913,2017-10-16,"Award RFP 17-02 for on-call engineering services for state/federal projects to Whitman, Requardt & Associates",Contracts & Purchasing
16965,2017-10-30,Request approval of vehicle purchases within the Vehicle Replacement Program for FY18,Contracts & Purchasing
16967,2017-10-30,Request approval to purchase software licensing to upgrade the Town’s existing email server - Exchange 2016,Contracts & Purchasing
16969,2017-10-30,Amendment to Purchase Order 20180222 for Printing and Mail Preparation for the Town’s Monthly Newsletter to Include Approximately 900 Additional Newsletters to be Mailed to Town Businesses.,Contracts & Purchasing
17600,2018-01-29,Request approval to increase purchase amount for VRP #34,Contracts & Purchasing
17764,2018-02-26,Request approval to purchase a tandem-axle leaf machine,Contracts & Purchasing
18020,2018-04-09,Request approval to purchase and reprogram mobile radios,Contracts & Purchasing
18030,2018-04-09,Terminate Maple Avenue Design Guidelines Contract with Lardner/Klein Landscape Architects,Contracts & Purchasing
18551,2018-06-04,"Renewal of Annual Contract with Day & Night Printing for Printing and Mail Preparation of Town’s Monthly Newsletter, Vienna Voice",Contracts & Purchasing
18552,2018-06-04,Renew service agreement for outsourced bill printing with Datamatx,Contracts & Purchasing
18553,2018-06-04,FY2019 funding of contracts issued by other jurisdictions,Contracts & Purchasing
18554,2018-06-04,FY2019 funding and renewals of Town contracts,Contracts & Purchasing
18557,2018-06-04,"Request approval to continue to ride VITA contract VA-140331-DELL for purchase of computers, laptops, and maintenance contracts for servers for FY19",Contracts & Purchasing
18702,2018-07-09,Award RFP 16-08 Creek Crossing Road Improvement - Design Services,Contracts & Purchasing
18703,2018-07-09,Request award of RFP 19-01 for On-Call Engineering Services,Contracts & Purchasing
18902,2018-08-20,Renewal of Maintenance Agreement with Tyler Technologies,Contracts & Purchasing
18908,2018-08-20,Request approval for purchase of VRP #116 - Asphalt Paver,Contracts & Purchasing
18909,2018-08-20,Request approval for purchase of a John Deere 35G mini excavator,Contracts & Purchasing
18911,2018-08-20,Request approval of resolution for issuance of Vehicle and Equipment Replacement financing request for proposals for FY2018-19,Contracts & Purchasing
18916,2018-08-20,Request approval of vehicle purchases within the Vehicle Replacement Program.,Contracts & Purchasing
18936,2018-08-20,Renewal of Maintenance Agreement with Tyler Technologies,Contracts & Purchasing
19039,2018-09-17,Request approval of vehicle purchases within the Vehicle Replacement Program for FY19,Contracts & Purchasing
19230,2018-10-15,Request approval of vehicle purchase within the Vehicle Replacement Program for Vehicle #88,Contracts & Purchasing
19235,2018-10-15,Award of Capital Lease Contract (IFB 19-05) for Financing of FY 18-19 Vehicle and Equipment Replacement Program,Contracts & Purchasing
19312,2018-10-29,"Request award of IFB 19-06 for on-call, small-task concrete maintenance",Contracts & Purchasing
19317,2018-10-29,Award Capital Lease Contract (IFB 19-05) for Financing FY 18-19 Vehicle and Equipment Replacement Program,Contracts & Purchasing
19553,2018-12-10,Request for procurement of audio/visual upgrades for cable access channel.,Contracts & Purchasing
20292,2019-04-29,Request to Award Contract for Plan Review Software to Idtplans,Contracts & Purchasing
20510,2019-06-03,FY 2020 funding of contracts issued by other jurisdictions,Contracts & Purchasing
20511,2019-06-03,FY 2020 funding and renewals of Town contracts,Contracts & Purchasing
20512,2019-06-03,Request approval to purchase new fleet management software,Contracts & Purchasing
20514,2019-06-03,"(CONTRACT RENEWAL) Request approval to continue to ride VITA contract VA-140331-DELL for purchase of computers, laptops, and maintenance contracts for servers for FY20",Contracts & Purchasing
20515,2019-06-03,"Request approval for use of FY20 funds with Granicus, Inc., for agenda management suite, boards and commissions module, and HD video streaming services.",Contracts & Purchasing
20615,2019-06-17,Request approval for purchase of a Bobcat All-Wheel Steer Loader,Contracts & Purchasing
20682,2019-07-01,Request to award Old Courthouse Rd NE Waterline Relocation Project to EE Lyons Construction,Contracts & Purchasing
20684,2019-07-01,Request Approval of Resolution to Issue Vehicle and Equipment Replacement Financing for FY 2019-20,Contracts & Purchasing
20967,2019-09-16,Award Capital Lease Contract (IFB 20-09) for Financing of FY 19-20 Vehicle and Equipment Replacement Program,Contracts & Purchasing
21149,2019-10-21,Request approval of vehicle purchases within the Vehicle Replacement Program for FY20,Contracts & Purchasing
21815,2019-12-09,Request to include GIS module for previously awarded idtPlans plan review software,Contracts & Purchasing
21816,2019-12-09,Request approval of vehicle purchases within the Vehicle Replacement Program for FY20,Contracts & Purchasing
21817,2019-12-09,"Award RFP 20-03, Maple Avenue Utility Undergrounding Feasibility Study, to Rinker Design.",Contracts & Purchasing
21971,2019-12-09,"Award RFP 20-03, Maple Avenue Utility Undergrounding Feasibility Study, to Rinker Design.",Contracts & Purchasing
22035,2020-01-06,"Award RFP 20-03, Maple Avenue Utility Undergrounding Feasibility Study, to Rinker Design.",Contracts & Purchasing
22916,2020-06-15,"Request approval to continue to ride VITA contract VA-190822-DELL for purchase of computers, laptops, and maintenance contracts for servers for FY21",Contracts & Purchasing
22917,2020-06-15,"Request approval for use of FY21 funds with Granicus, Inc., for agenda management suite, boards and commissions module, and HD video streaming services.",Contracts & Purchasing
22920,2020-06-15,FY 2021 funding of contracts issued by other jurisdictions,Contracts & Purchasing
22921,2020-06-15,FY 2021 funding and renewals of Town contracts,Contracts & Purchasing
23022,2020-07-06,Renewal of maintenance agreement with Tyler Technologies,Contracts & Purchasing
23028,2020-07-06,Resolution to Issue Vehicle and Equipment Replacement Financing For FY 2020-21,Contracts & Purchasing
23268,2020-08-31,Purchase of Property for a Public Purpose,Contracts & Purchasing
23359,2020-09-14,Request approval of vehicle purchases within the Vehicle Replacement Program for FY21,Contracts & Purchasing
23366,2020-09-14,Award Capital Lease IFB 21-02 for Financing FY 20-21 Vehicle and Equipment Replacement Program,Contracts & Purchasing
23715,2020-11-02,Amendment of sub-award agreement to provide assistance to Town of Vienna residents and business workers,Contracts & Purchasing
23720,2020-11-02,"Reassign Purchase Order 20210139-01 to ZoneCo, LLC",Contracts & Purchasing
23877,2020-12-07,Northern Virginia Critical Incident Response Team MOU,Contracts & Purchasing
23979,2021-01-04,Award Marketing Contract to Marketing Firm to Provide Business Focused Marketing Services,Contracts & Purchasing
24641,2021-03-22,Request approval for cable access channel equipment upgrades,Contracts & Purchasing
25003,2021-04-26,Extend deadline for federal sub-award agreement for Covid-19 Municipal Utility Relief Program,Contracts & Purchasing
25077,2021-04-26,Extend deadline for federal sub-award agreement for Covid-19 Municipal Utility Relief Program,Contracts & Purchasing
